isbn13,title,authors,publication_date
9780312362966,More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,4/3/2007
9780312983307,Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,4/19/2004
9780060584023,Metro Girl (Alex Barnaby  #1),Janet Evanovich,9/27/2005
9780747267638,To the Nines (Stephanie Plum  #9),Janet Evanovich,6/5/2004
9780755301973,Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,11/3/2003
9780060736958,Love Overboard,Janet Evanovich/C.J. Critt,1/25/2005
9780060738259,The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,8/31/2004
9780312948962,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,6/29/2007
9781593979263,The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,2/16/2016
9780747267621,Hard Eight (Stephanie Plum  #8),Janet Evanovich,6/23/2003
9780330371247,Hot Six (Stephanie Plum  #6),Janet Evanovich,6/1/2001
9780061126529,Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,7/25/2006
9781857988376,Martian Time-Slip,Philip K. Dick,7/8/1999
9780553574012,The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,10/3/2000
9780803261839,Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,9/1/2001
9780345329561,Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,7/12/1979
9781400130214,The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs/John Bolen,1/1/2005
9781400130221,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,2/1/2001
9780345339300,Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,1/12/1980
9780345334244,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,4/12/1979
9780345345110,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,10/12/1984
9780345339935,Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,7/12/1986
9780345329554,John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,7/12/1985
9780143104889,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,1/30/2007
9780345370112,Escape on Venus (Venus  #4),Edgar Rice Burroughs,6/15/1991
9780517659571,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,11/30/1988
9780809599813,Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,9/1/2003
9780751536829,The Five People You Meet in Heaven,Mitch Albom,9/2/2005
9781569473641,Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,4/1/2004
9780743298025,The Thirteenth Tale,Diane Setterfield,9/12/2006
9780345457745,Market Forces,Richard K. Morgan,3/1/2005
9780785117681,Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,6/7/2006
9780785114932,Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,5/11/2005
9780553135428,Ragtime,E.L. Doctorow,3/1/1977
9780385339728,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,7/25/2006
9780812976526,Thank You for Smoking,Christopher Buckley,2/14/2006
9780517168950,The Crossing,Cormac McCarthy,4/28/1996
9780679747192,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,5/25/1999
9780451213235,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,9/7/2004
9780099416272,The Agony and the Ecstasy,Irving Stone,1/1/1991
9780671553029,Harvest,Tess Gerritsen,8/1/1997
9780345301116,Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,5/12/1981
9781562010355,Story of O,Pauline Réage/John Paul Hand,5/8/1998
9781400031313,The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,9/9/2003
9780312266059,The Illustrated Story Of O,Doris Kloster/Pauline Réage,9/20/2001
9780851512280,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,11/1/1975
9780515141672,Valley Of Silence (Circle Trilogy  #3),Nora Roberts,11/1/2006
9780596007195,Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,12/16/2004
9780553381665,The Valley of Horses (Earth's Children  #2),Jean M. Auel,6/25/2002
9780141185859,How Green Was My Valley,Richard Llewellyn,6/28/2001
9780345479075,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,7/12/1986
9780553574227,Once a Warrior (Warriors  #1),Karyn Monk,3/31/1997
9780575073609,Time and Again (Time  #1),Jack Finney,5/1/2012
9780373285334,Time and Again (Time Travel #1-2),Nora Roberts,3/28/2006
9780373484416,Time and Again: Time Was / Times Change,Nora Roberts,8/24/2001
9780060609177,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,4/7/2015
9780060609191,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,4/7/2015
9781592574001,The Complete Idiot's Guide to Business Plans,Gwen Moran,10/4/2005
752063326725,PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,10/1/2004
9781590595527,Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,10/1/2005
9780470096000,PHP & MySQL For Dummies,Janet Valade,12/1/2006
9780764555893,PHP and MySQL for Dummies,Janet Valade,4/9/2004
9783822847787,Graphic Design Now,Charlotte Fiell/Peter Fiell,11/1/2005
9780700614523,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,4/20/2006
9781932420340,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,7/1/2004
9780375761195,The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne/Robert Folkenflik,9/21/2004
9788489367012,La fortaleza digital,Dan Brown/Eduardo García Murillo,2/1/2006
9780143036081,The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,11/1/2005
9781741045918,Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,3/1/2007
9780520048980,Europe and the People Without History,Eric R. Wolf,12/3/1982
9780393924954,A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,2/1/2004
9780882580968,How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,1/1/1981
9780060974688,Europe: A History,Norman Davies,1/20/1998
9780140249996,The Basketball Diaries,Jim Carroll,4/1/1995
9780571148431,The Basketball Diaries and the Book of Nods,Jim Carroll,5/26/1987
9780802431486,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,9/1/2005
9780306808913,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,5/7/1999
9780316735643,In the Hand of Dante,Nick Tosches,9/1/2003
9780791059296,Ray Bradbury's Fahrenheit 451,Harold Bloom,12/31/2001
9781582343495,Schott's Original Miscellany,Ben Schott/Collin Deckerman,8/4/2003
9780316773782,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,1/1/1998
9781416505419,Blowback (Scot Harvath  #4),Brad Thor,6/1/2006
9780805077971,The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson/Shara Kay,4/1/2005
9781564783936,Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,3/28/2006
9780805078916,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,5/30/2006
9780698115842,Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,8/25/1997
9780763623111,One Tiny Turtle,Nicola Davies/Jane Chapman,6/14/2005
9780811205467,Turtle Island,Gary Snyder/Michael Corr,1/17/1974
9780262680936,Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,1/22/1997
9780099429166,Turtle Moon,Alice Hoffman,4/4/2002
9780764122781,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett/Patricia P. Bartlett,2/1/2003
9780764553134,Turtles & Tortoises for Dummies,Liz Palika,3/15/2001
9780395544259,The Turtle and the Monkey,Paul Galdone/Joanna Galdone,9/24/1990
9780747548317,Turtle Diary,Russell Hoban,9/4/2000
9781929610259,Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,9/1/2002
9780297843702,Inside Himalaya,Basil Pao/Michael Palin,1/31/2005
9781882647002,Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,8/1/1993
9780312853020,The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,4/15/1997
9780312872793,Lurulu,Jack Vance,2/6/2007
9780425058732,Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,4/1/1983
9780712311021,Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,1/1/2000
9780441272327,Galactic Effectuator,Jack Vance,11/1/1981
9780312868772,The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,6/23/2001
9780743487146,The Languages of Pao,Jack Vance,8/1/2004
9780425084786,The Last Castle,Jack Vance,1/1/1986
9780441505326,Madouc (Lyonesse  #3),Jack Vance,8/1/1991
9780312864743,Ports of Call,Jack Vance,1/15/1999
9780312865764,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,8/15/1997
9780441303168,The Green Pearl (Lyonesse  #2),Jack Vance,6/15/1987
9780812501940,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,12/1/1989
9780879975319,The Many Worlds of Magnus Ridolph,Jack Vance,4/1/1980
9780922915996,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,6/1/2005
9780446658089,Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,6/1/1972
9780812966008,Theodore Rex,Edmund Morris,10/1/2002
9780393098747,Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,7/1/1970
9780375756788,The Rise of Theodore Roosevelt,Edmund Morris,11/20/2001
9780812967883,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,8/10/2004
9780824708245,A History of the Life Sciences,Lois N. Magner/Magner,8/13/2002
9780385499842,The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,1/16/2001
9780812971057,Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,3/9/2004
9781400073474,I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,4/17/2007
9780312890179,Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,10/15/1994
9780312890186,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,10/15/1994
9780765350503,The Wizard (The Wizard Knight #2),Gene Wolfe,8/29/2006
9780765316646,Soldier of Sidon (Latro #3),Gene Wolfe,10/31/2006
9781579124588,The Right Stuff,Tom Wolfe,5/1/2005
9780373274741,Wild Fire (The Hot Zone  #3),Debra Cowan,1/31/2006
9780618329670,The Best American Mystery Stories 2004,Nelson DeMille/Otto Penzler,10/14/2004
9780696018824,Day and Night,Better Homes and Gardens,3/1/1989
9780064300896,Romanticism,Hugh Honour,8/15/1979
9781550023923,No Cherubs for Melanie,James  Hawkins,10/1/2002
9780888822406,The Fish Kisser,James  Hawkins,11/1/2001
9780380731213,Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,3/7/2000
9781857988369,Stand on Zanzibar,John Brunner,8/12/1999
9780345467171,The Shockwave Rider,John Brunner,3/1/1995
9780781723053,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,12/21/1999
9781592441129,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,12/1/2002
9780517123102,Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,5/3/1995
9781932100013,The Sheep Look Up,John Brunner/James John Bell/David Brin,5/11/2003
9780879971540,Entry to Elsewhen,John Brunner,2/28/1975
9780345302359,The Crucible of Time,John Brunner,6/12/1984
9780879977665,Polymath (Zarathustra Refugee Planets  #2),John Brunner,8/28/1982
9780879979119,Total Eclipse,John Brunner,2/7/1984
9780879977641,Manshape,John Brunner,9/28/1982
9780312088477,Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,1/15/1993
9780786719051,The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,Isaac Asimov/Charles G. Waugh,1/24/2007
9780517552940,Unearthly Neighbors,Chad Oliver,9/5/1984
9780517551868,The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver/George Zebrowski/Isaac Asimov,7/25/1984
9780517551851,Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,2/1/1984
9780385490627,What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,12/1/1998
9780143039143,World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,2/28/2006
9780822218630,Wonder of the World,David Lindsay-Abaire,12/31/2003
9781582970073,Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,4/1/2004
9780892818785,Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,10/1/2000
9780575043558,Worlds of Wonder,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,11/10/1988
9780553803136,Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,2/27/2007
9780553585810,Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,1/30/2007
9780312890377,The Gold Coast (Three Californias Triptych  #2),Kim Stanley Robinson,5/15/1995
9780553574029,Antarctica,Kim Stanley Robinson,7/6/1999
9780312890360,The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3/15/1995
9780553585803,Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,7/26/2005
9780312890384,Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,5/15/1995
9780312861438,The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,1/15/1996
9782253141204,Les Fils des ténèbres,Dan Simmons,10/1/2007
9780786890910,Secret Identity (Lost  #2),Catherine Hapka,1/1/2006
9781560600800,Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4/21/2015
9781400033836,A Thousand Acres,Jane Smiley,12/2/2003
9781890447427,Mother's Milk,Edward St. Aubyn,11/9/2006
9780870744853,From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,5/19/2004
9780679735908,Possession,A.S. Byatt,10/1/1991
9780618341238,The Best American Nonrequired Reading 2004,Dave Eggers/Viggo Mortensen,10/14/2004
9780465014903,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3/16/2000
9780826493958,Culture of Fear Revisited,Frank Furedi,12/26/2006
9780312425289,GraceLand,Chris Abani,1/26/2005
9781851588527,Raised on Rock: Growing Up at Graceland,David Stanley/Mark Bego,12/1/1931
9781891620416,The White Widow,Jim Lehrer,5/19/2000
9780345468031,The Franklin Affair,Jim Lehrer,6/13/2006
9780399136658,Short List (One-Eyed Mack  #5),Jim Lehrer,2/6/1992
9780517164358,Fine Lines (One-Eyed Mack  #6),Jim Lehrer,11/19/1995
9781571780591,Kick the Can (One-Eyed Mack  #1),Jim Lehrer,8/1/1997
9780316831307,Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,9/23/1998
9780318634876,La chute,Albert Camus,1/11/1999
9780140291872,Syrup,Max Barry,7/1/2000
9781580174046,Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,9/1/2001
9780312427290,The Red Tent,Anita Diamant,8/21/2007
9780345355249,Metaconcert (Intervention  #2),Julian May,1/13/1989
9780345355232,Surveillance (Intervention  #1),Julian May,11/13/1988
9780345352446,The Adversary (Saga of Pliocene Exile  #4),Julian May,9/12/1987
9780345362490,Magnificat (Galactic Milieu Trilogy  #3),Julian May,4/20/2011
9780345395184,The Sagittarius Whorl (Rampart Worlds #3),Julian May,1/2/2001
9781591164852,Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,10/26/2004
9781591161301,Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,1/7/2004
9781591165620,Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,11/1/2004
9780312426439,The Echo Maker,Richard Powers,8/21/2007
9780306812309,Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,8/21/2003
9780452273085,For Keeps: 30 Years at the Movies,Pauline Kael,9/1/1996
9780714529035,Hooked: Film Writings 1985-1988,Pauline Kael,7/1/1990
9780060593636,Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3/1/2005
9780373073160,Flirting with Danger,Linda Turner,12/1/1989
9780373118182,Flirting With Danger,Kate Walker,6/1/1996
9780060929596,As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,2/20/2001
9780446578424,The Serial Killers Club,Jeff Povey,6/22/2006
9780718128821,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,10/1/1990
9781578569540,Dark Water (Fog Point  #1),Linda Hall,4/18/2006
9780441013258,The Outlaws of Sherwood,Robin McKinley,10/4/2005
9780064404778,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,6/30/1993
9780552548229,Spindle's End,Robin McKinley,4/3/2003
9780862032807,Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3/26/1987
9780862031435,Beauty,Robin McKinley,9/29/1983
9780441004997,The Hero and the Crown (Damar  #2),Robin McKinley,2/1/1985
9780689822841,Hitty  Her First Hundred Years,Rachel Field/Dorothy P. Lathrop,9/1/1998
9780689817168,Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,10/1/1999
9780689849121,Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,3/1/2002
9781596792371,A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,1/1/2005
9780865471863,Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,10/31/1995
9781590301081,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,4/13/2004
9780060934637,A Green Desire,Anton Myrer/Alastair Westgarth,12/4/2001
9780060934736,The Big War,Anton Myrer,12/4/2001
9780743264914,I Heard That Song Before,Mary Higgins Clark,4/3/2007
9781416535522,Santa Cruise: A Holiday Mystery at Sea,Mary Higgins Clark/Carol Higgins Clark,11/14/2006
9780743497282,No Place Like Home,Mary Higgins Clark,4/1/2006
9781416935148,Ghost Ship: A Cape Cod Story,Mary Higgins Clark/Wendell Minor,4/3/2007
9780743418133,Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,10/1/2001
9780671004538,On the Street Where You Live,Mary Higgins Clark/Karin Dufner,4/1/2002
9780684866222,Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,10/30/2001
9780743412636,Nighttime Is My Time,Mary Higgins Clark,4/6/2004
9781878972187,Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,2/1/2004
9780785218364,Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,9/12/2006
9780385337496,Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,8/28/2007
9780749307233,How to Stop Worrying and Start Living,Dale Carnegie,5/23/1990
9780321432872,Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,3/1/2006
9780749305796,How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,3/29/1990
9780451530387,The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie/Gordon Hutner,11/7/2006
9780816147175,Love in the Time of Cholera,Gabriel García Márquez/Edith Grossman,5/1/1989
9780679602712,A Fan's Notes,Frederick Exley/Jonathan Yardley,8/5/1997
9780061053665,My Soul to Keep (African Immortals  #1),Tananarive Due,4/8/1998
9780743449045,Joplin's Ghost,Tananarive Due,9/19/2006
9780671040840,The Living Blood (African Immortals  #2),Tananarive Due,1/1/2002
9780743296168,The Good House,Tananarive Due,12/1/2006
9780765356178,The Prestige,Christopher Priest,10/3/2006
9780786714681,The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,10/4/2004
9781585675173,The Stones of Summer,Dow Mossman,2/24/2004
9780553580839,The Summer House,Jean Stone,4/4/2000
9780590058964,Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,10/1/1997
9780771008740,The Handmaid's Tale,Margaret Atwood,9/19/2006
9780142407929,The BFG: A Set of Plays,Roald Dahl/David Wood,2/1/2007
9780325005683,Science Notebooks: Writing about Inquiry,Lori Fulton/Brian Campbell/Linda Gregg,7/2/2003
9781578066100,Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,2/20/2004
9780618013241,The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,4/26/2004
9780201748673,Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,8/4/2001
9780321303370,The Non-Designer's Web Book,Robin P. Williams/John Tollett,9/26/2005
9780887306297,Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,3/26/1993
9780739844328,Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,11/1/2001
9780553157161,Chicken Trek,Stephen Manes,7/1/1989
9780440413707,Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,7/8/1996
9780553233506,Slim Down Camp,Stephen Manes,12/1/1986
9780380620005,The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,2/1/1984
9780684854731,Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,6/7/1999
9780312354954,The Devil in the Junior League,Linda Francis Lee,8/22/2006
9780142407455,Prom Anonymous,Blake Nelson,2/15/2007
9780142402429,The New Rules of High School,Blake Nelson,9/9/2004
9783407788191,Cool Girl,Blake Nelson/Hans Schumacher,12/1/2000
9780765314239,They Came from Below,Blake Nelson,6/26/2007
9780970481719,User,Blake Nelson,7/15/2003
9780684838380,Exile,Blake Nelson/Francine Kass,6/11/1997
9780671897079,Girl (Girl  #1),Blake Nelson,9/13/1994
9780142401118,My Side of the Mountain (Mountain  #1),Jean Craighead George,4/12/2004
9780486450490,The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,6/23/2006
9781884365300,The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,4/1/2003
9780451529756,The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,5/3/2005
9780312186883,Human Croquet,Kate Atkinson,11/12/1999
9780451207791,The Key to Rebecca,Ken Follett/Arto Häilä,2/4/2003
9780330345040,Paper Money,Ken Follett,3/1/1996
9780425211892,Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,10/3/2006
9781416537809,Dragon (Dirk Pitt  #10),Clive Cussler,10/31/2006
9780425205594,Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,10/31/2005
9780425204238,Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,6/6/2006
9780671704643,Cyclops (Dirk Pitt  #8),Clive Cussler,12/1/1986
9781416516859,Deep Six (Dirk Pitt  #7),Clive Cussler,1/1/2006
9780141017723,Polar Shift (NUMA Files  #6),Clive Cussler/Paul Kemprecos,8/30/2005
9780553589443,Vixen 03 (Dirk Pitt  #5),Clive Cussler,7/25/2006
9780425197394,The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,4/6/2004
9780399154195,The Navigator (NUMA Files  #7),Clive Cussler/Paul Kemprecos,6/5/2007
9780141010311,Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,3/24/2005
9780743449670,Shock Wave (Dirk Pitt  #13),Clive Cussler,1/1/1996
9780425194522,Raise the Titanic! (Dirk Pitt  #4),Clive Cussler,2/3/2004
9780425204030,Atlantis Found (Dirk Pitt  #15),Clive Cussler,10/26/2004
9780307343260,Muerte Blanca,Clive Cussler/Paul Kemprecos,9/6/2005
9780425197387,Iceberg (Dirk Pitt  #3),Clive Cussler,3/2/2004
9780399148729,Fire Ice (NUMA Files  #3),Clive Cussler/Paul Kemprecos,6/3/2002
9780425204191,Lost City (NUMA Files  #5),Clive Cussler/Paul Kemprecos,7/26/2005
9780425193723,The Sea Hunters II (The Sea Hunters  #2),Clive Cussler/Craig Dirgo,12/30/2003
9780743480697,The Sea Hunters (The Sea Hunters #1),Clive Cussler/Craig Dirgo,9/1/2003
9780307376640,La Ciudad Perdida (NUMA Files  #5),Clive Cussler/Paul Kemprecos,11/7/2006
9780307209610,Sahara (Dirk Pitt  #11),Clive Cussler,1/11/2005
9780671026226,Clive Cussler and Dirk Pitt Revealed,Clive Cussler/Craig Dirgo,10/1/1998
9780764539503,Cliffs Notes on Billy Budd & Typee,Mary Ellen Snodgrass,1/24/2003
9780140621754,Billy Budd  Sailor,Herman Melville,10/24/1995
9781417647118,Billy Budd  Sailor,Herman Melville,3/1/1999
9780810111141,Billy Budd  Sailor and Other Uncompleted Writings: The Writings of Herman Melville  Volume 13,Herman Melville/Hershel Parker/G. Thomas Tanselle/Harrison Hayford/Robert Sandberg/Alma MacDougall Reising,9/15/2017
9782070709045,Billy Budd  marin,Herman Melville,5/14/1987
9781568028347,The Elections of 2004,Michael Nelson,3/15/2005
9780810957909,Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,9/1/2005
9780810957893,Goth-Icky: A Macabre Menagerie of Morbid Monstrosities,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,9/1/2005
9780810970571,Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,9/1/2006
